country,year,rule_of_law_estimate,gdp_growth
Fragile and conflict affected situations,1999,NULL,-22.7649706048969
Fragile and conflict affected situations,2006,NULL,23.9742293002004
Fragile and conflict affected situations,2009,NULL,-7.5918382814458
Fragile and conflict affected situations,2012,NULL,11.7841481536296
Fragile and conflict affected situations,2015,NULL,-20.3765626782365
Fragile and conflict affected situations,2022,NULL,6.93028341951638
France,1961,NULL,8.41482758391437
France,1964,NULL,10.9116915046623
France,1967,NULL,8.1121869093982
France,1970,NULL,4.61814444302301
France,1977,NULL,10.1956782422534
France,1980,NULL,14.2250774189781
France,1983,NULL,-4.27585733965031
France,1986,NULL,39.4715684018738
Europe & Central Asia (IDA & IBRD countries),1981,NULL,NULL
France,1993,NULL,-5.6120009696665
France,1996,1.4836833477,0.286073691993637
France,1999,NULL,-0.66242813579925
Europe & Central Asia (IDA & IBRD countries),1984,NULL,NULL
France,2006,1.4621728659,5.62558102378554
Europe & Central Asia (IDA & IBRD countries),1987,NULL,NULL
France,2009,1.4457570314,-7.82909840223248
France,2012,1.4369324446,-6.33424000584096
Europe & Central Asia (IDA & IBRD countries),1991,NULL,-0.903789368730723
France,2015,1.3667898178,-14.5931760939324
Europe & Central Asia (IDA & IBRD countries),1994,NULL,-10.1103595334405
France,2022,1.1827204227,-6.09131133921225
Europe & Central Asia (IDA & IBRD countries),1997,NULL,3.14269133197723
French Polynesia,1964,NULL,NULL
French Polynesia,1967,NULL,2.46912984886691
Europe & Central Asia (IDA & IBRD countries),2000,NULL,8.86837062185934
French Polynesia,1970,NULL,4.56575763439192
Europe & Central Asia (IDA & IBRD countries),2007,NULL,28.626749773687
French Polynesia,1973,NULL,32.1104721681074
Europe & Central Asia (IDA & IBRD countries),2010,NULL,17.4690238769537
French Polynesia,1980,NULL,8.67331174352308
Europe & Central Asia (IDA & IBRD countries),2013,NULL,5.78774869655821
French Polynesia,1983,NULL,3.90669396868277
Aruba,1968,NULL,NULL
Europe & Central Asia (IDA & IBRD countries),2016,NULL,-3.91051161779656
French Polynesia,1986,NULL,52.734730766542
Aruba,1971,NULL,NULL
Europe & Central Asia (IDA & IBRD countries),2023,NULL,NULL
French Polynesia,1989,NULL,0.300611223708855
Europe & Central Asia (IDA & IBRD),1992,NULL,NULL
French Polynesia,1996,NULL,-0.499674542656923
Europe & Central Asia (IDA & IBRD),1995,NULL,NULL
Aruba,1974,NULL,NULL
French Polynesia,1999,NULL,0.215599013643695
Europe & Central Asia (IDA & IBRD),2002,NULL,NULL
French Polynesia,2002,NULL,10.9574081728114
Europe & Central Asia (IDA & IBRD),2005,NULL,NULL
French Polynesia,2009,NULL,-7.73719078369472
Europe & Central Asia (IDA & IBRD),2008,NULL,NULL
French Polynesia,2012,NULL,-8.23802288837153
Europe & Central Asia (IDA & IBRD),2011,NULL,NULL
French Polynesia,2015,NULL,-13.4289721926912
Europe & Central Asia (IDA & IBRD),2018,NULL,NULL
French Polynesia,2018,NULL,5.17307283327952
European Union,1963,NULL,NULL
European Union,1966,NULL,NULL
Gabon,1965,NULL,5.0048401367627
European Union,1969,NULL,NULL
Gabon,1968,NULL,8.44243401282622
European Union,1972,NULL,20.6643510169581
Gabon,1971,NULL,17.8765186913463
Gabon,1974,NULL,113.649330124865
Gabon,1981,NULL,-9.75243304315951
Gabon,1984,NULL,5.01804498484997
Gabon,1987,NULL,-3.57973269375671
Gabon,1994,NULL,-4.28958420568844
Gabon,1997,NULL,-6.44924833461797
European Union,1979,NULL,20.884307606514
Gabon,2000,-0.1827116907,8.95330679229629
Gabon,2003,-0.4060309529,22.0497211203398
European Union,1982,NULL,-3.56278668393787
Gabon,2010,-0.4614103436,18.6474326158449
European Union,1985,NULL,2.85264646345027
European Union,1988,NULL,9.78207855795932
Gabon,2013,-0.5224066377,2.47681436180551
European Union,1995,NULL,15.8324334011113
Gabon,2016,-0.6118478179,-2.49750035668508
Gabon,2019,-0.7551937103,0.0419742644456368
European Union,1998,NULL,3.05226743595231
"Gambia, The",1962,NULL,NULL
European Union,2001,NULL,1.61098939706804
"Gambia, The",1965,NULL,NULL
"Gambia, The",1968,NULL,-11.853395549263
European Union,2008,NULL,10.6458065775652
"Gambia, The",1971,NULL,6.56374194289576
"Gambia, The",1978,NULL,24.4327797860203
European Union,2011,NULL,8.30588776505273
"Gambia, The",1981,NULL,-9.25628760819589
"Gambia, The",1984,NULL,-16.9163505187235
European Union,2014,NULL,2.3306137229557
"Gambia, The",1987,NULL,18.8419363131938
European Union,2017,NULL,6.31479462848123
Faroe Islands,1963,NULL,NULL
"Gambia, The",1994,NULL,-1.13199262726091
Faroe Islands,1966,NULL,11.1166610565208
"Gambia, The",1997,NULL,-5.25866621356189
Faroe Islands,1973,NULL,35.1114538076624
"Gambia, The",2000,-0.1455695033,-3.90441115648838
Aruba,1981,NULL,NULL
Faroe Islands,1976,NULL,18.9380231604281
"Gambia, The",2007,-0.3305076659,21.4009913962581
Faroe Islands,1979,NULL,12.7529523542017
"Gambia, The",2010,-0.5706871152,6.42368003920475
Faroe Islands,1982,NULL,-2.67344122672636
"Gambia, The",2013,-0.6494867802,-2.78411267580152
Faroe Islands,1989,NULL,-9.97768933095415
Faroe Islands,1992,NULL,0.3758266740367
"Gambia, The",2016,-0.7988951802,7.72051280741488
Faroe Islands,1995,NULL,18.8029741971945
"Gambia, The",2023,NULL,NULL
Faroe Islands,2002,NULL,9.89645979770745
Faroe Islands,2005,NULL,2.02744803400013
Georgia,1965,NULL,NULL
Faroe Islands,2008,NULL,6.44962519067168
Georgia,1968,NULL,NULL
Faroe Islands,2011,NULL,7.45964711737207
Georgia,1971,NULL,NULL
Faroe Islands,2018,NULL,6.99796896257309
Georgia,1978,NULL,NULL
Aruba,1984,NULL,NULL
Georgia,1981,NULL,NULL
Faroe Islands,2021,NULL,12.0482089395165
Georgia,1984,NULL,NULL
Fiji,1961,NULL,4.14797949982811
Georgia,1987,NULL,NULL
Fiji,1968,NULL,2.66074242742951
Georgia,1994,NULL,-6.93113003945523
Fiji,1971,NULL,12.6755687960004
Cameroon,2000,-1.1927472353,-8.63964963551214
Georgia,1997,NULL,13.4237880303027
Fiji,1974,NULL,31.1389650312791
Cameroon,2003,-1.1632995605,28.6139326824134
Georgia,2000,-0.9384975433,9.19453909499899
Fiji,1977,NULL,3.59387958202024
Cameroon,2010,-1.0792441368,-1.52318187663656
Georgia,2003,-0.9122540951,17.5398127694272
Fiji,1984,NULL,4.8896964168303
Cameroon,2013,-1.0580356121,11.8506043675724
Georgia,2010,-0.2059849799,13.7114213895575
Georgia,2013,0.0049523702,4.25285327634461
Cameroon,2016,-1.0586097240,4.98010733069963
Fiji,1987,NULL,-8.70513264896956
Georgia,2016,0.3362231851,1.25671111606589
Cameroon,2023,NULL,NULL
Fiji,1990,NULL,13.0517094316347
Canada,1963,NULL,6.63678465405718
Georgia,2023,NULL,NULL
Germany,1962,NULL,NULL
Germany,1965,NULL,NULL
Canada,1970,NULL,11.4264395879346
Germany,1968,NULL,NULL
Canada,1973,NULL,16.1289281514612
Canada,1976,NULL,18.8349383419861
Germany,1971,NULL,15.8204511963314
Canada,1979,NULL,11.1782105261428
Germany,1978,NULL,23.3092644711115
Canada,1986,NULL,3.50118253869537
Germany,1981,NULL,-15.7655765182043
Fiji,1993,NULL,6.76647710429394
Fiji,2000,-0.2767273784,-13.3357005945166
Germany,1984,NULL,-5.9133431011479
Fiji,2003,0.0099745449,25.485061965439
Germany,1991,NULL,5.49051663861635
Fiji,2006,0.0516839437,3.21773293250427
Germany,1994,NULL,6.45723904897226
Fiji,2013,-0.7257950902,5.48686220794568
Germany,1997,NULL,-11.4227850004073
Canada,1989,NULL,11.3533991056314
Canada,1992,NULL,-2.96155826753549
Germany,2000,1.6094188690,-11.2514588467861
Germany,2007,1.7555906773,14.3878861557466
Canada,1999,NULL,7.00508534565383
Germany,2010,1.6375046968,-0.33985430951018
Canada,2002,1.6613960266,2.93208555860442
Canada,2005,1.6501471996,14.261195387478
Germany,2013,1.6421128511,5.85917499858603
Germany,2016,1.5838527679,3.34370873972424
Canada,2008,1.7963930368,5.73040305330705
Germany,2023,NULL,NULL
Canada,2015,1.8072733879,-13.8026322264901
Canada,2018,1.7150954008,4.61196617822063
Ghana,1964,NULL,12.3636376554843
Canada,2021,1.5937489271,21.2472466472111
Ghana,1967,NULL,-18.2032640767463
Ghana,1970,NULL,12.8935534092504
Caribbean small states,1965,NULL,7.72074901684596
Ghana,1973,NULL,42.5960143035469
Fiji,2016,-0.0898485407,5.29065267183126
Caribbean small states,1968,NULL,-0.609808573493505
Caribbean small states,1971,NULL,8.71769910781002
Ghana,1980,NULL,10.5715449202003
Fiji,2019,0.4226315320,-2.4548901448746
Caribbean small states,1974,NULL,29.9326894718644
Ghana,1983,NULL,0.527274472153079
Fiji,2022,0.3216821551,15.6781214673895
Ghana,1986,NULL,27.3376312336928
Caribbean small states,1981,NULL,10.337323714049
Finland,1961,NULL,13.3526669002507
Finland,1964,NULL,12.7903706005392
Ghana,1989,NULL,1.04070327825818
Caribbean small states,1984,NULL,-4.49773163995899
Ghana,1996,-0.2335782498,7.24908338104008
Finland,1971,NULL,10.3005637288602
Caribbean small states,1987,NULL,7.48207004356229
Finland,1974,NULL,27.6107147777816
Ghana,1999,NULL,3.15475861359178
Caribbean small states,1990,NULL,7.54108337555782
Finland,1977,NULL,5.18151280389312
Caribbean small states,1997,NULL,17.0073084714607
Ghana,2002,0.0232138149,16.0177854656147
Finland,1980,NULL,20.6452141832343
Caribbean small states,2000,NULL,7.27679590776681
Ghana,2009,-0.0423569195,-9.17265946875822
Caribbean small states,2003,NULL,6.86164456562872
Finland,1987,NULL,24.5652443471878
Ghana,2012,0.0166694634,4.91915650241954
Caribbean small states,2010,NULL,8.52163841126527
Finland,1990,NULL,18.8437179128981
Ghana,2015,0.1236237511,-9.81559845901639
Caribbean small states,2013,NULL,1.57940767243093
Ghana,2018,0.0515782014,11.4111242560538
Finland,1993,NULL,-20.7214811514696
Caribbean small states,2016,NULL,-5.95223855933129
Gibraltar,1962,NULL,NULL
Caribbean small states,2019,NULL,0.931463727338316
Cayman Islands,1961,NULL,NULL
Gibraltar,1969,NULL,NULL
Cayman Islands,1968,NULL,NULL
Gibraltar,1972,NULL,NULL
Cayman Islands,1971,NULL,NULL
Gibraltar,1975,NULL,NULL
Cayman Islands,1974,NULL,NULL
Cayman Islands,1977,NULL,NULL
Finland,1996,1.9079215527,-1.53561595724892
Cayman Islands,1984,NULL,NULL
Finland,2003,1.9586342573,22.2557087792114
Cayman Islands,1987,NULL,NULL
Cayman Islands,1990,NULL,NULL
Cayman Islands,1997,NULL,NULL
Cayman Islands,2000,1.4913969040,NULL
Finland,2006,1.9595134258,5.95639356307103
Cayman Islands,2003,1.2284450531,NULL
Finland,2009,1.9625688791,-11.2764970404972
Finland,2016,2.0081648827,2.65929566953686
Cayman Islands,2006,1.0692214966,NULL
Finland,2019,2.0129814148,-2.60894420449872
Cayman Islands,2013,0.8958054781,2.67516443404192
Finland,2022,1.9583724737,-4.66169936001523
Cayman Islands,2016,0.7647584081,4.27247089625854
Fragile and conflict affected situations,1965,NULL,NULL
Cayman Islands,2019,0.7339007854,7.44493400227569
Fragile and conflict affected situations,1968,NULL,NULL
Cayman Islands,2022,0.7211952806,13.5435143734584
Fragile and conflict affected situations,1971,NULL,-0.108967232929322
Central African Republic,1961,NULL,9.78906447827839
Central African Republic,1964,NULL,9.77433762109373
Fragile and conflict affected situations,1974,NULL,52.7347993565748
Central African Republic,1971,NULL,6.52768158273204
Fragile and conflict affected situations,1981,NULL,42.717994580459
Gibraltar,1982,NULL,NULL
Fragile and conflict affected situations,1984,NULL,-8.87561701479057
Gibraltar,1985,NULL,NULL
Fragile and conflict affected situations,1987,NULL,2.90526186073393
Gibraltar,1988,NULL,NULL
Fragile and conflict affected situations,1990,NULL,44.8649641757242
Gibraltar,1991,NULL,NULL
Fragile and conflict affected situations,1997,NULL,11.6661923243327
Gibraltar,1998,NULL,NULL
Central African Republic,1974,NULL,3.76706699450621
Gibraltar,2001,NULL,NULL
Central African Republic,1977,NULL,12.444949872022
Gibraltar,2004,NULL,NULL
Central African Republic,1980,NULL,13.739769005728
Gibraltar,2007,NULL,NULL
Central African Republic,1987,NULL,7.01501363813408
Gibraltar,2014,NULL,NULL
Gibraltar,2017,NULL,NULL
Central African Republic,1990,NULL,16.7579314694484
Fragile and conflict affected situations,2000,NULL,15.9604261644972
Fragile and conflict affected situations,2003,NULL,5.24483275126022
Central African Republic,1993,NULL,-9.42946380280467
Fragile and conflict affected situations,2010,NULL,18.5022385085501
Central African Republic,1996,-1.1523813009,-9.64672637607009
Fragile and conflict affected situations,2013,NULL,3.68367150306879
Central African Republic,2003,-1.4330381155,14.6824651035929
Central African Republic,2006,-1.5449037552,9.26570228562135
Fragile and conflict affected situations,2016,NULL,-5.72029674773595
Gibraltar,2020,NULL,NULL
Fragile and conflict affected situations,2019,NULL,5.97277662103249
France,1965,NULL,8.0093290371335
Greece,1961,NULL,14.4449260436793
France,1968,NULL,9.08816173771535
Greece,1964,NULL,13.1358585887097
France,1971,NULL,11.7948822085547
Greece,1967,NULL,7.96230915427774
France,1974,NULL,7.98844748718967
Greece,1970,NULL,13.122000737873
Central African Republic,2009,-1.3238681555,3.71091942793331
Central African Republic,2016,-1.8505777121,7.61826234515578
Greece,1977,NULL,16.1250161557038
Central African Republic,2019,-1.7644581795,0.0145002708715147
Greece,1980,NULL,4.3093053211058
Central African Republic,2022,-1.7011574507,-5.32008310824173
Greece,1983,NULL,-9.50074506148351
Greece,1986,NULL,17.8975046965686
Central Europe and the Baltics,1961,NULL,NULL
France,1981,NULL,-12.2255301747195
France,1984,NULL,-5.21289778232891
Central Europe and the Baltics,1964,NULL,NULL
France,1987,NULL,21.0899096223064
Central Europe and the Baltics,1967,NULL,NULL
France,1990,NULL,23.7968174750764
Central Europe and the Baltics,1974,NULL,NULL
France,1997,NULL,-9.51563831469343
Central Europe and the Baltics,1977,NULL,NULL
France,2000,1.4323074818,-8.53979390869468
France,2003,1.3332889080,22.8542158361811
Central Europe and the Baltics,1980,NULL,NULL
France,2010,1.4997315407,-2.06226921922674
Central Europe and the Baltics,1983,NULL,NULL
Central Europe and the Baltics,1990,NULL,NULL
France,2013,1.4023377895,4.7772309264222
France,2016,1.3517419100,1.38470972832632
Central Europe and the Baltics,1993,NULL,5.44158068455498
Central Europe and the Baltics,1996,NULL,5.78957319444919
Greece,1993,NULL,-6.38041070000512
Central Europe and the Baltics,1999,NULL,-3.08075531274771
Greece,1996,1.0535236597,6.56293680240664
Greece,1999,NULL,-1.27350543311799
France,2019,1.3712171316,-2.22456703776284
French Polynesia,1963,NULL,NULL
Greece,2002,0.7238452435,13.3922676398155
French Polynesia,1966,NULL,22.1627181147591
Greece,2009,0.6468443274,-6.91193669807708
French Polynesia,1969,NULL,-6.41253471627267
Greece,2012,0.3882315755,-14.4760501281154
French Polynesia,1976,NULL,6.07910792048026
Greece,2015,0.2520817816,-16.892430317696
Central Europe and the Baltics,2006,NULL,13.0424087004617
Greece,2022,0.3255847096,1.35722148575176
Central Europe and the Baltics,2009,NULL,-15.7355320127648
Greenland,1961,NULL,NULL
Central Europe and the Baltics,2012,NULL,-6.5786844108862
Central Europe and the Baltics,2019,NULL,1.55134927953648
Greenland,1964,NULL,NULL
Central Europe and the Baltics,2022,NULL,1.89705886595925
Greenland,1967,NULL,NULL
Chad,1967,NULL,3.93521816633556
Greenland,1970,NULL,NULL
Greenland,1977,NULL,17.2316784012242
Chad,1970,NULL,-0.502265715233855
Chad,1973,NULL,10.5515996241516
Greenland,1980,NULL,13.1716320093552
Greenland,1983,NULL,3.42468188113092
Chad,1976,NULL,0.166883700603313
Chad,1980,NULL,2.85626618414148
Greenland,1986,NULL,46.0525095085119
Chad,1983,NULL,-0.234194462557382
Greenland,1993,NULL,-10.6657955879596
Chad,1986,NULL,3.36458693296139
Greenland,1996,NULL,-0.946093085954523
Greenland,1999,NULL,-1.5917596117047
Chad,1989,NULL,-3.29900625850885
Chad,1996,-1.2561113834,11.164210349825
Greenland,2002,NULL,7.63839533031359
Chad,1999,NULL,-12.0427340000045
Greenland,2009,1.7161142826,1.23531063413849
Greenland,2012,1.7124276161,-2.78576262826767
Chad,2002,-1.1090098619,16.7263880106216
Chad,2005,-1.5037381649,50.3396929288907
Greenland,2015,1.6712630987,-12.0670225302718
Chad,2012,-1.4639041424,1.6024453563635
Greenland,2022,1.6906082630,NULL
Chad,2015,-1.2104976177,-21.4505770884889
Grenada,1963,NULL,NULL
Chad,2018,-1.3312082291,12.3872492450858
Grenada,1966,NULL,NULL
Chad,2021,-1.3413887024,9.93509905245037
Grenada,1969,NULL,NULL
Grenada,1972,NULL,NULL
Channel Islands,1965,NULL,NULL
Grenada,1979,NULL,15.7626814058823
Channel Islands,1968,NULL,NULL
Channel Islands,1971,NULL,NULL
Grenada,1982,NULL,8.45958458796015
Channel Islands,1974,NULL,NULL
French Polynesia,1979,NULL,20.8302377751467
Grenada,1985,NULL,15.2508973340757
Grenada,1988,NULL,9.92883814361229
French Polynesia,1982,NULL,0.0935371945890863
Grenada,1995,NULL,5.24764206657176
French Polynesia,1985,NULL,9.26174262033767
French Polynesia,1992,NULL,8.90615384973418
Grenada,1998,0.4218974113,13.6956350039116
French Polynesia,1995,NULL,13.8969818575517
Channel Islands,1981,NULL,NULL
Grenada,2001,NULL,0.0768795918772964
Grenada,2008,0.1277223527,8.86963701589726
Channel Islands,1984,NULL,NULL
Grenada,2011,0.1723443866,0.991001490316429
Channel Islands,1987,NULL,NULL
Grenada,2014,-0.1377279609,8.17425968299656
Channel Islands,1994,NULL,NULL
Grenada,2017,0.4610155225,6.0325942569681
Channel Islands,1997,NULL,NULL
French Polynesia,1998,NULL,3.72928349698081
Guam,1963,NULL,NULL
French Polynesia,2001,NULL,-0.723273732077097
Channel Islands,2000,NULL,2.82564913179989
French Polynesia,2005,NULL,2.53306171981123
Channel Islands,2003,NULL,10.0331471914015
Guam,1970,NULL,NULL
Channel Islands,2010,NULL,NULL
Channel Islands,2013,NULL,NULL
French Polynesia,2008,NULL,7.62438909477274
Channel Islands,2016,NULL,NULL
Guam,1973,NULL,NULL
French Polynesia,2011,NULL,1.92708970356439
Channel Islands,2019,NULL,-0.396044234108985
Guam,1976,NULL,NULL
French Polynesia,2014,NULL,1.99225662665165
Chile,1967,NULL,-1.46810633504314
Guam,1979,NULL,NULL
French Polynesia,2021,NULL,6.18199425362437
Guam,1986,NULL,NULL
Gabon,1962,NULL,9.04248957920638
Gabon,1969,NULL,8.03349828404101
Gabon,1972,NULL,12.7909178962184
Gabon,1975,NULL,39.7209161528318
Gabon,1978,NULL,-14.9454529880572
Gabon,1985,NULL,-6.22040667283883
Aruba,1987,NULL,20.2479356122305
Gabon,1988,NULL,16.8415744115224
Chile,1970,NULL,9.38461730682825
Chile,1973,NULL,42.1879909284322
Gabon,1991,NULL,-9.22961739351537
Chile,1980,NULL,33.1584288860288
Gabon,1998,-0.3707053661,-15.8330978456239
Chile,1983,NULL,4.26397947017902
Gabon,2001,NULL,-1.12624233836752
Gabon,2004,-0.4835428298,19.3233181017884
Chile,1986,NULL,6.65691310872177
Chile,1989,NULL,14.9530764112484
Guam,1989,NULL,NULL
Chile,1996,1.1137381792,6.99745266096432
Guam,1992,NULL,NULL
Chile,1999,NULL,-7.819637337931
Guam,1999,NULL,NULL
Chile,2002,1.2572400570,-1.83122622008021
Guam,2002,NULL,NULL
Chile,2005,1.2102110386,23.4346986916165
Guam,2005,1.1094154119,8.89118650013852
Guam,2008,1.1179795265,5.93585782586202
Chile,2012,1.2876567841,6.22246699265308
Guam,2015,1.2853628397,3.36898745654731
Chile,2015,1.2200568914,-6.59214276674318
Chile,2018,0.9398281574,7.13488923661051
Guam,2018,1.2967134714,0.71511403005124
Guam,2021,1.1389017105,4.02649804359637
Chile,2021,0.8913509846,24.511677500593
China,1963,NULL,7.40836983154139
China,1966,NULL,8.92156285785331
China,1973,NULL,21.8612159065992
China,1976,NULL,-5.80694814719316
China,1979,NULL,20.690672100252
China,1982,NULL,-1.95040813943278
China,1989,NULL,11.8781591382976
China,1992,NULL,19.2951813670744
China,1995,NULL,30.1535338829953
China,2002,-0.5170297623,9.79219905863868
China,2005,-0.6501728892,16.9082253840164
China,2008,-0.4791746736,29.405986343485
China,2011,-0.4538099766,24.0563091856377
Gabon,2007,-0.7063931823,20.6031602655087
China,2018,-0.1867195368,12.8704632689787
China,2021,0.0107609164,21.3287705774493
Gabon,2014,-0.4729792178,3.45664964863649
Gabon,2017,-0.7246749401,6.45753751039141
Guatemala,1962,NULL,6.21343939490126
Gabon,2020,-0.6811521649,-9.24375347110295
Guatemala,1965,NULL,2.48633934161233
Gabon,2023,NULL,NULL
Guatemala,1968,NULL,10.8015089469224
"Gambia, The",1961,NULL,NULL
"Gambia, The",1964,NULL,NULL
"Gambia, The",1967,NULL,5.61594930616248
Colombia,1962,NULL,9.14206508705059
Colombia,1965,NULL,-3.5592143541139
"Gambia, The",1974,NULL,27.409081202481
Colombia,1972,NULL,10.8815385334547
"Gambia, The",1977,NULL,23.0876904451515
Colombia,1975,NULL,5.89008027826244
"Gambia, The",1980,NULL,16.4019282571593
Colombia,1978,NULL,19.4779908712301
"Gambia, The",1983,NULL,-1.20433291170363
Colombia,1981,NULL,8.94481086554115
"Gambia, The",1990,NULL,11.6019016168924
Colombia,1988,NULL,7.8058359483264
"Gambia, The",1993,NULL,5.71038768669766
"Gambia, The",1996,0.0169813000,7.91851935568763
Colombia,1991,NULL,3.74948012471185
"Gambia, The",2003,0.1630111635,-15.7715441419726
Colombia,1994,NULL,22.9132808869834
"Gambia, The",2006,-0.3711253405,2.56995512905263
Colombia,2001,NULL,-1.67653096159364
"Gambia, The",2009,-0.5191398859,-7.14731802436854
"Gambia, The",2012,-0.5998678803,0.376765002023475
Guatemala,1975,NULL,15.3218454122718
"Gambia, The",2019,-0.4070741534,8.55574420094207
Guatemala,1978,NULL,10.7672647364534
Colombia,2004,-0.6952001452,23.7175289814436
"Gambia, The",2022,-0.4496051967,7.29879096021712
Guatemala,1981,NULL,9.25026023379386
Georgia,1961,NULL,NULL
Colombia,2007,-0.4329803884,27.4650814744499
Guatemala,1984,NULL,4.64088095225433
Georgia,1964,NULL,NULL
Georgia,1967,NULL,NULL
Guatemala,1991,NULL,22.9528508329423
Colombia,2010,-0.2713856101,23.2417827039302
Guatemala,1994,NULL,13.8878446799102
Georgia,1974,NULL,NULL
Colombia,2017,-0.3663421571,10.3094101449327
Guatemala,1997,NULL,13.4941747672393
Guatemala,2004,-1.0620985031,9.27379764540791
Georgia,1977,NULL,NULL
Georgia,1980,NULL,NULL
Georgia,1983,NULL,NULL
Georgia,1990,NULL,NULL
Georgia,1993,NULL,-27.579045664911
Georgia,1996,-1.2563259602,14.8965748076057
Colombia,2020,-0.4926505983,-16.3701386011263
Georgia,1999,NULL,-22.5120267308546
Colombia,2023,NULL,NULL
Georgia,2006,-0.4616673291,20.8135520611936
Comoros,1967,NULL,NULL
Georgia,2009,-0.1993153244,-15.8515241660857
Comoros,1970,NULL,NULL
Georgia,2012,-0.0062173484,9.14338757730842
Comoros,1973,NULL,NULL
Georgia,2015,0.2219435722,-15.1676883817724
Comoros,1976,NULL,NULL
Guatemala,2007,-1.1210486889,12.8549354090781
Georgia,2019,0.2486669719,-0.71879916859932
Guatemala,2010,-0.9441238642,9.56314987167367
Guatemala,2013,-1.0939282179,6.86075603740469
Georgia,2022,0.1699732691,33.0200508554511
Guatemala,2020,-1.0996829271,0.70344842374286
Germany,1961,NULL,NULL
Germany,1964,NULL,NULL
Germany,1967,NULL,NULL
Germany,1974,NULL,11.7802558275159
Guatemala,2023,NULL,NULL
Germany,1977,NULL,15.5349882644595
Germany,1980,NULL,7.82278153456283
Guinea,1961,NULL,NULL
Germany,1983,NULL,-0.758725008472848
Germany,1987,NULL,24.0778517488419
Germany,1990,NULL,26.6413448543207
Comoros,1983,NULL,4.13726701901463
Comoros,1986,NULL,41.9220599996047
Comoros,1989,NULL,-4.21409892047359
Germany,1993,NULL,-2.8264543906599
Aruba,1990,NULL,9.95983682975961
Germany,1996,1.6095292568,-3.42439665795318
Comoros,1996,-0.8786042929,-0.604323939796968
Aruba,1997,NULL,11.0121473488358
Comoros,1999,NULL,3.33639522469452
Germany,2003,1.6375846863,20.3588719538381
Comoros,2002,-0.7446929812,12.5366265767742
Comoros,2005,-1.0441906452,3.17798291962821
Germany,2006,1.7700861692,5.19306532964086
Guinea,1964,NULL,NULL
Guinea,1967,NULL,NULL
Comoros,2012,-1.0789295435,-0.707931696301756
Guinea,1974,NULL,NULL
Comoros,2015,-0.8526335359,-15.9673021974682
Guinea,1977,NULL,NULL
Comoros,2018,-1.1428846121,10.3353989510897
Comoros,2021,-1.2567787170,5.79983384564781
Guinea,1980,NULL,NULL
"Congo, Dem. Rep.",1965,NULL,NULL
Aruba,2000,NULL,8.73800054620304
"Congo, Dem. Rep.",1968,NULL,NULL
Guinea,1983,NULL,NULL
Guinea,1990,NULL,9.65126313221083
Aruba,2003,NULL,4.1934107627614
Guinea,1993,NULL,-0.168176747542136
Aruba,2006,0.8104313016,4.65104094689796
Guinea,1996,-1.4470801353,4.74476415070474
Germany,2009,1.6486722231,-8.91800679062555
Guinea,2003,-1.1540662050,16.8206612615837
Germany,2012,1.6692320108,-5.92566950873351
Germany,2019,1.5812530518,-2.14535061575862
Guinea,2006,-1.4209954739,43.6811815214519
Guinea,2009,-1.5522994995,-3.55066258331917
Germany,2022,1.5331543684,-4.58184531440923
Ghana,1963,NULL,11.4488362617657
Ghana,1966,NULL,3.54706623118657
"Congo, Dem. Rep.",1971,NULL,NULL
"Congo, Dem. Rep.",1974,NULL,NULL
Ghana,1969,NULL,17.7058871732707
"Congo, Dem. Rep.",1981,NULL,NULL
Ghana,1976,NULL,-1.59610413722247
"Congo, Dem. Rep.",1984,NULL,NULL
Ghana,1979,NULL,9.76796999696992
Ghana,1982,NULL,-4.41563476079723
Ghana,1985,NULL,2.08569909444873
Ghana,1992,NULL,-2.8331965815518
"Congo, Dem. Rep.",1987,NULL,-10.7916046850229
Ghana,1995,NULL,18.6912900701558
"Congo, Dem. Rep.",1994,NULL,-45.9465462109955
Ghana,1998,-0.4398055673,8.57042240441015
"Congo, Dem. Rep.",1997,NULL,5.53381065945541
"Congo, Dem. Rep.",2000,-1.8205643892,305.158015183968
Ghana,2001,NULL,6.66329981206581
"Congo, Dem. Rep.",2003,-1.8502527475,2.40064058379945
Guinea,2012,-1.3990597725,12.5702401129592
Guinea,2019,-1.2383904457,13.3746047091099
Guinea,2022,-1.1023589373,30.4963147164566
"Congo, Dem. Rep.",2010,-1.6271499395,15.6439775695335
Guinea-Bissau,1966,NULL,NULL
Guinea-Bissau,1969,NULL,NULL
"Congo, Dem. Rep.",2013,-1.5848318338,11.5112387169948
Guinea-Bissau,1972,NULL,11.666373143406
Ghana,2005,-0.1345254630,20.9780751412964
Guinea-Bissau,1979,NULL,-3.36601436984739
Ghana,2008,-0.0623820126,15.5153330225121
Ghana,2011,-0.0031440763,22.1724602570033
Aruba,2013,1.2925047874,4.3071625929529
Guinea-Bissau,1982,NULL,6.97442431547177
Ghana,2014,0.0636722594,-12.7996112150937
Aruba,2016,1.2264420986,0.699585341307167
Guinea-Bissau,1985,NULL,3.88316209568857
Ghana,2021,-0.1063612923,13.5364120276724
Guinea-Bissau,1988,NULL,-5.39486651032654
Guinea-Bissau,1995,NULL,7.78663791800942
Gibraltar,1963,NULL,NULL
Guinea-Bissau,1998,-1.8801320791,-23.1216618632092
Guinea-Bissau,2001,NULL,5.8006240549603
