country,year,control_of_corruption_estimate,gdp_growth
Finland,1994,NULL,15.7887845206717
Ecuador,1969,NULL,20.5247436212654
Fragile and conflict affected situations,2021,NULL,6.96231098808458
Finland,1997,NULL,-3.9484284567287
France,1963,NULL,12.1041645561185
Ecuador,1972,NULL,15.6765581318656
France,1966,NULL,8.37978604375876
Finland,2000,2.3682355881,-6.83443871928857
Ecuador,1975,NULL,17.1597730001938
France,1973,NULL,29.9447106619109
Finland,2004,2.4101114273,15.0460897780675
Ecuador,1979,NULL,18.8942274988783
France,1976,NULL,3.18343431055846
Finland,2007,2.3894774914,18.097984026962
Ecuador,1982,NULL,-8.62378911874747
Finland,2010,2.1516697407,-1.60680459048616
France,1979,NULL,21.1647578002994
Finland,2013,2.2001712322,5.06111283295276
Ecuador,1985,NULL,1.39884532216461
France,1982,NULL,-4.98324156054656
Finland,2020,2.1706306934,1.25548162317673
Finland,2023,NULL,NULL
France,1989,NULL,0.624705236694452
Fragile and conflict affected situations,1961,NULL,NULL
France,1992,NULL,10.4145122985634
Fragile and conflict affected situations,1964,NULL,NULL
Ecuador,1988,NULL,-6.40744435855689
Ecuador,1995,NULL,7.59274325299672
Ecuador,1998,-0.7918447852,-0.639706110143828
France,1995,NULL,14.8575810766542
Ecuador,2001,NULL,33.5041362800119
France,2002,1.1915851831,8.98279665913497
Ecuador,2004,-0.7266699076,12.822811005259
France,2005,1.3575382233,3.64742505929252
Ecuador,2011,-0.6417081356,13.9763469088626
France,2008,1.3950347900,10.1373191386641
France,2011,1.5377732515,8.3158459202241
France,2018,1.2816406488,7.54506492913534
Fragile and conflict affected situations,1967,NULL,NULL
France,2021,1.2822849751,11.7826923406351
Fragile and conflict affected situations,1970,NULL,25.9278298954469
French Polynesia,1961,NULL,NULL
Fragile and conflict affected situations,1977,NULL,8.30658811703917
French Polynesia,1968,NULL,17.4698836616353
French Polynesia,1971,NULL,16.8596198963926
Fragile and conflict affected situations,1980,NULL,27.9456238562753
French Polynesia,1974,NULL,28.7738187832084
French Polynesia,1977,NULL,8.31740810664976
Fragile and conflict affected situations,1983,NULL,-14.6985505105152
French Polynesia,1984,NULL,3.21875689622555
Fragile and conflict affected situations,1986,NULL,-2.59950366068886
French Polynesia,1987,NULL,21.0643167433885
Ecuador,2014,-0.7406253219,6.9344027090791
Fragile and conflict affected situations,1993,NULL,2.43188348818884
Ecuador,2017,-0.6258440018,4.36087730685034
Ecuador,2020,-0.5037777424,-8.15561950045685
Fragile and conflict affected situations,1996,NULL,9.10526666104111
"Egypt, Arab Rep.",1962,NULL,NULL
Fragile and conflict affected situations,1999,NULL,-22.7649706048969
Fragile and conflict affected situations,2006,NULL,23.9742293002004
"Egypt, Arab Rep.",1965,NULL,NULL
Fragile and conflict affected situations,2009,NULL,-7.5918382814458
"Egypt, Arab Rep.",1972,NULL,8.01873041258504
Fragile and conflict affected situations,2012,NULL,11.7841481536296
"Egypt, Arab Rep.",1975,NULL,26.039940044331
Fragile and conflict affected situations,2015,NULL,-20.3765626782365
Fragile and conflict affected situations,2022,NULL,6.93028341951638
"Egypt, Arab Rep.",1978,NULL,2.85329433628892
France,1961,NULL,8.41482758391437
"Egypt, Arab Rep.",1985,NULL,14.9606495736698
France,1964,NULL,10.9116915046623
"Egypt, Arab Rep.",1988,NULL,-13.5345646288395
France,1967,NULL,8.1121869093982
"Egypt, Arab Rep.",1991,NULL,-13.0088834363125
France,1970,NULL,4.61814444302301
France,1977,NULL,10.1956782422534
"Egypt, Arab Rep.",1994,NULL,11.4201560781925
"Egypt, Arab Rep.",2001,NULL,-3.15900408637763
"Egypt, Arab Rep.",2004,-0.5835057497,-1.87573756448173
"Egypt, Arab Rep.",2007,-0.7378700972,21.4209958320929
"Egypt, Arab Rep.",2010,-0.5968718529,15.774321486802
"Egypt, Arab Rep.",2017,-0.4956955314,-25.2913314873583
French Polynesia,1990,NULL,21.5426086478982
France,1980,NULL,14.2250774189781
"Egypt, Arab Rep.",2020,-0.8105552793,20.4403337026105
"Egypt, Arab Rep.",2023,NULL,NULL
French Polynesia,1993,NULL,-4.55538769761527
France,1983,NULL,-4.27585733965031
El Salvador,1967,NULL,5.02194681125742
French Polynesia,2000,NULL,-7.97004783145213
France,1986,NULL,39.4715684018738
El Salvador,1970,NULL,7.95883971793406
French Polynesia,2003,NULL,24.2692689703881
France,1993,NULL,-5.6120009696665
El Salvador,1973,NULL,14.1328833163237
French Polynesia,2006,NULL,3.0314520384683
France,1996,1.2474092245,0.286073691993637
French Polynesia,2013,NULL,5.95428687267754
El Salvador,1976,NULL,23.57386922875
French Polynesia,2016,NULL,3.21432018553277
France,1999,NULL,-0.66242813579925
El Salvador,1983,NULL,3.15248090801066
French Polynesia,2019,NULL,-1.83925107044361
France,2006,1.4550608397,5.62558102378554
El Salvador,1986,NULL,-0.755335566604402
France,2009,1.4299693108,-7.82909840223248
French Polynesia,2022,NULL,-5.46251260096379
Gabon,1961,NULL,18.497997751818
France,2012,1.4719694853,-6.33424000584096
El Salvador,1989,NULL,4.35180074882449
Gabon,1964,NULL,39.6164687470708
France,2015,1.2482638359,-14.5931760939324
El Salvador,1996,-0.8652775288,7.44658543558535
Gabon,1967,NULL,10.4510585358434
France,2022,1.2595299482,-6.09131133921225
El Salvador,1999,NULL,3.17763232675508
Gabon,1970,NULL,1.78475922448324
French Polynesia,1964,NULL,NULL
El Salvador,2002,-0.8131452203,3.10730723383452
Gabon,1977,NULL,-6.6478454185051
Gabon,1980,NULL,41.2304790824774
French Polynesia,1967,NULL,2.46912984886691
El Salvador,2005,-0.5086737275,7.09072861754145
Gabon,1983,NULL,-6.26676458515813
French Polynesia,1970,NULL,4.56575763439192
El Salvador,2012,-0.4125127792,5.43474079503127
Gabon,1990,NULL,42.1812896215229
French Polynesia,1973,NULL,32.1104721681074
El Salvador,2015,-0.4472365379,3.7389974300143
French Polynesia,1980,NULL,8.67331174352308
Gabon,1993,NULL,-21.7035207062616
French Polynesia,1983,NULL,3.90669396868277
French Polynesia,1986,NULL,52.734730766542
El Salvador,2018,-0.5860347748,4.17011085630986
French Polynesia,1989,NULL,0.300611223708855
French Polynesia,1996,NULL,-0.499674542656923
El Salvador,2021,-0.5530354977,18.1353550278237
French Polynesia,1999,NULL,0.215599013643695
Andorra,1995,NULL,15.8421915770716
French Polynesia,2002,NULL,10.9574081728114
Equatorial Guinea,1964,NULL,17.272689953363
French Polynesia,2009,NULL,-7.73719078369472
Equatorial Guinea,1967,NULL,4.64107654463898
Andorra,1998,1.3347587585,2.65180466953186
French Polynesia,2012,NULL,-8.23802288837153
Gabon,1996,-1.1023769379,14.825923350416
Gabon,1999,NULL,4.00531069216463
French Polynesia,2015,NULL,-13.4289721926912
Equatorial Guinea,1970,NULL,-1.33027077496777
Gabon,2006,-1.0830678940,7.77242429543244
French Polynesia,2018,NULL,5.17307283327952
Equatorial Guinea,1973,NULL,24.1085386952614
Gabon,2009,-1.0771474838,-22.2052037974813
Equatorial Guinea,1980,NULL,NULL
Gabon,1965,NULL,5.0048401367627
Gabon,1968,NULL,8.44243401282622
Gabon,2012,-0.6662522554,-5.71019637074898
Equatorial Guinea,1983,NULL,0.333692684497685
Gabon,1971,NULL,17.8765186913463
Gabon,2015,-0.7233590484,-20.9891574159243
Equatorial Guinea,1986,NULL,23.0025006371686
Gabon,2022,-1.0480993986,4.22294511653311
Gabon,1974,NULL,113.649330124865
Equatorial Guinea,1989,NULL,-12.2034336099981
Gabon,1981,NULL,-9.75243304315951
"Gambia, The",1966,NULL,NULL
Equatorial Guinea,1993,NULL,0.99528470582534
Gabon,1984,NULL,5.01804498484997
"Gambia, The",1969,NULL,9.73761362470185
Equatorial Guinea,1996,-1.2643693686,63.8755853227587
Gabon,1987,NULL,-3.57973269375671
"Gambia, The",1972,NULL,6.15823842466419
Equatorial Guinea,1999,NULL,67.5582910170236
Gabon,1994,NULL,-4.28958420568844
"Gambia, The",1975,NULL,20.2343429201195
Gabon,1997,NULL,-6.44924833461797
Equatorial Guinea,2002,-1.2228825092,23.6530333506816
"Gambia, The",1982,NULL,-1.24204050849471
Equatorial Guinea,2009,-1.2202631235,-23.909491188005
Gabon,2000,-0.5923718810,8.95330679229629
"Gambia, The",1985,NULL,27.2838794980605
Equatorial Guinea,2012,-1.2399506569,4.82738946280298
Gabon,2003,-0.5537769794,22.0497211203398
Equatorial Guinea,2015,-1.5720665455,-39.420068174913
"Gambia, The",1988,NULL,20.8704449257406
Gabon,2010,-0.9052578211,18.6474326158449
"Gambia, The",1991,NULL,117.706286239645
Equatorial Guinea,2018,-1.5427614450,7.34451787690344
Gabon,2013,-0.6341986656,2.47681436180551
Eritrea,1966,NULL,NULL
"Gambia, The",1995,NULL,5.29219558901396
Eritrea,1969,NULL,NULL
Gabon,2016,-0.7585234642,-2.49750035668508
"Gambia, The",1998,-0.3648955226,4.56077442202299
Gabon,2019,-0.8881114125,0.0419742644456368
Eritrea,1972,NULL,NULL
"Gambia, The",2001,NULL,-12.1984342553263
Eritrea,1979,NULL,NULL
"Gambia, The",1962,NULL,NULL
"Gambia, The",2004,-0.5224100351,97.4998487183835
Eritrea,1982,NULL,NULL
"Gambia, The",1965,NULL,NULL
"Gambia, The",2011,-0.5138047934,-8.65689385876676
Eritrea,1985,NULL,NULL
"Gambia, The",1968,NULL,-11.853395549263
Eritrea,1988,NULL,NULL
"Gambia, The",2014,-0.6939827800,-10.6242153005472
"Gambia, The",1971,NULL,6.56374194289576
Eritrea,1995,NULL,8.71324312710123
"Gambia, The",2017,-0.6573656797,1.36944526137641
"Gambia, The",1978,NULL,24.4327797860203
"Gambia, The",2020,-0.4258829653,-0.0793361425992528
"Gambia, The",1981,NULL,-9.25628760819589
Georgia,1962,NULL,NULL
"Gambia, The",1984,NULL,-16.9163505187235
Georgia,1969,NULL,NULL
"Gambia, The",1987,NULL,18.8419363131938
Andorra,2005,1.2696630955,9.14593793494966
Georgia,1972,NULL,NULL
"Gambia, The",1994,NULL,-1.13199262726091
Georgia,1975,NULL,NULL
Andorra,2008,1.2767753601,3.37479466829647
Andorra,2011,1.2722980976,5.19453005994536
"Gambia, The",1997,NULL,-5.25866621356189
Georgia,1982,NULL,NULL
Andorra,2014,1.2207086086,2.44786592213881
"Gambia, The",2000,-0.3777911067,-3.90441115648838
Georgia,1985,NULL,NULL
"Gambia, The",2007,-0.7127382159,21.4009913962581
Georgia,1988,NULL,NULL
"Gambia, The",2010,-0.5875725746,6.42368003920475
Eritrea,1998,0.5166420937,8.5992440339767
Georgia,1991,NULL,-14.6666695793777
"Gambia, The",2013,-0.7060119510,-2.78411267580152
Georgia,1998,-0.9825059772,2.93338350481333
Eritrea,2001,NULL,6.51228716674501
"Gambia, The",2016,-0.8501451612,7.72051280741488
Eritrea,2004,-0.1481196731,27.4410908371532
Georgia,2001,NULL,5.29805799302921
"Gambia, The",2023,NULL,NULL
Georgia,2004,-0.4595681131,28.4109235138526
Eritrea,2011,-0.6412720084,29.9139102642927
Georgia,2007,-0.1288354248,31.3441141374653
Georgia,1965,NULL,NULL
Georgia,1968,NULL,NULL
Georgia,2014,0.8285575509,2.54370359850877
Eritrea,2014,-0.8854694366,NULL
Georgia,1971,NULL,NULL
Georgia,2017,0.7589424253,7.27166821411406
Eritrea,2017,-1.2321743965,NULL
Georgia,1978,NULL,NULL
Georgia,2020,0.6008560061,-9.3158115493068
Estonia,1962,NULL,NULL
Georgia,1981,NULL,NULL
Germany,1966,NULL,NULL
Estonia,1969,NULL,NULL
Georgia,1984,NULL,NULL
Germany,1969,NULL,NULL
Estonia,1972,NULL,NULL
Georgia,1987,NULL,NULL
Germany,1972,NULL,19.9277854972877
Georgia,1994,NULL,-6.93113003945523
Estonia,1975,NULL,NULL
Georgia,1997,NULL,13.4237880303027
Germany,1975,NULL,10.180252758289
Estonia,1978,NULL,NULL
Germany,1982,NULL,-2.98518924723401
Georgia,2000,-1.0401726961,9.19453909499899
Germany,1985,NULL,1.02380463034414
Georgia,2003,-0.6507674456,17.5398127694272
Estonia,1985,NULL,NULL
Georgia,2010,0.0123015773,13.7114213895575
Germany,1988,NULL,7.93860402827136
Estonia,1988,NULL,NULL
Germany,1995,NULL,17.2655554353525
Georgia,2013,0.4639251530,4.25285327634461
Estonia,1991,NULL,NULL
Georgia,2016,0.7129966617,1.25671111606589
Germany,1998,1.9979468584,1.22066998488162
Estonia,1994,NULL,NULL
Georgia,2023,NULL,NULL
Germany,2001,NULL,-0.112475350598977
Estonia,2001,NULL,9.98965390041472
Germany,1962,NULL,NULL
Germany,2004,1.8400654793,12.5003340144259
Germany,1965,NULL,NULL
Estonia,2004,0.9828468561,23.0088676373394
Germany,2011,1.7419499159,10.2847439497424
Germany,1968,NULL,NULL
Estonia,2007,0.9678077102,31.8762862883474
Germany,2014,1.8124965429,4.15899114631448
Germany,1971,NULL,15.8204511963314
Estonia,2010,0.9895362854,-0.558006876587464
Germany,2017,1.7966178656,6.36901565911864
Estonia,2014,1.2990083694,6.04533711320644
Germany,1978,NULL,23.3092644711115
Estonia,2017,1.2025709152,11.8455347999555
Germany,2020,1.8257138729,-0.0372943309988147
Germany,1981,NULL,-15.7655765182043
Estonia,2020,1.5808655024,0.928172179609415
Ghana,1961,NULL,7.01956482180618
Germany,1984,NULL,-5.9133431011479
Ghana,1968,NULL,-4.69858610879724
Estonia,2023,NULL,NULL
Germany,1991,NULL,5.49051663861635
Ghana,1971,NULL,9.59398094714083
Eswatini,1963,NULL,17.8572703860568
Ghana,1974,NULL,-4.09838714506771
Germany,1994,NULL,6.45723904897226
Eswatini,1966,NULL,9.36255406376964
Germany,1997,NULL,-11.4227850004073
Ghana,1977,NULL,15.3394340596276
Eswatini,1969,NULL,32.1052660071242
Ghana,1984,NULL,8.74982987596925
Germany,2000,1.8015453815,-11.2514588467861
Eswatini,1976,NULL,-5.46295811204515
Ghana,1987,NULL,-11.5217011924576
Germany,2007,1.7265193462,14.3878861557466
Eswatini,1979,NULL,20.9796621601944
Ghana,1990,NULL,12.1337619482886
Germany,2010,1.7664288282,-0.33985430951018
Ghana,1993,NULL,-6.96966265603837
Eswatini,1982,NULL,-5.81784290536923
Germany,2013,1.7979435921,5.85917499858603
Eswatini,1989,NULL,0.707357952477746
Ghana,2000,-0.0959861651,-35.4394997516988
Germany,2016,1.7814505100,3.34370873972424
Eswatini,1992,NULL,11.1253599577517
Germany,2023,NULL,NULL
Eswatini,1995,NULL,19.706642246792
Ghana,2003,-0.3114267886,23.783306229867
Eswatini,1998,0.0545237809,-8.14377367919021
Ghana,1964,NULL,12.3636376554843
Ghana,2006,-0.0141816037,94.3776188933628
Eswatini,2005,-0.2755322754,14.7298735490224
Ghana,1967,NULL,-18.2032640767463
Eswatini,2008,0.0363581814,-5.0526812113395
Ghana,2013,-0.0965914354,52.2220454562822
Ghana,1970,NULL,12.8935534092504
Ghana,2016,-0.1751105636,13.6803605102763
Eswatini,2011,-0.1841266751,8.59954070973023
Ghana,1973,NULL,42.5960143035469
Eswatini,2014,-0.2566664815,-3.79695255777654
Ghana,2019,-0.1088939235,1.54394911529537
Ghana,1980,NULL,10.5715449202003
Eswatini,2021,-0.7020068169,21.8120122821269
Ghana,2022,-0.0459954999,-7.24100807503751
Ghana,1983,NULL,0.527274472153079
Ethiopia,1961,NULL,NULL
Ghana,1986,NULL,27.3376312336928
Gibraltar,1965,NULL,NULL
Ethiopia,1968,NULL,NULL
Ghana,1989,NULL,1.04070327825818
Gibraltar,1968,NULL,NULL
Ethiopia,1971,NULL,NULL
Ghana,1996,-0.3399495482,7.24908338104008
Gibraltar,1971,NULL,NULL
Ethiopia,1974,NULL,NULL
Ghana,1999,NULL,3.15475861359178
Gibraltar,1978,NULL,NULL
Ghana,2002,-0.3427900672,16.0177854656147
Gibraltar,1981,NULL,NULL
Andorra,2021,1.2798718214,15.016986661977
Ghana,2009,-0.0099876132,-9.17265946875822
Gibraltar,1984,NULL,NULL
Ghana,2012,-0.1265685558,4.91915650241954
Angola,1961,NULL,NULL
Gibraltar,1987,NULL,NULL
Gibraltar,1994,NULL,NULL
Angola,1964,NULL,NULL
Gibraltar,1997,NULL,NULL
Ghana,2015,-0.2103193849,-9.81559845901639
Gibraltar,2000,NULL,NULL
Ghana,2018,-0.1382423490,11.4111242560538
Gibraltar,2003,NULL,NULL
Gibraltar,2010,NULL,NULL
Gibraltar,1962,NULL,NULL
Gibraltar,2013,NULL,NULL
Gibraltar,1969,NULL,NULL
Gibraltar,2016,NULL,NULL
Gibraltar,1972,NULL,NULL
Angola,1971,NULL,NULL
Angola,1974,NULL,NULL
Gibraltar,2019,NULL,NULL
Angola,1977,NULL,NULL
Gibraltar,2023,NULL,NULL
Gibraltar,1975,NULL,NULL
Angola,1980,NULL,NULL
Greece,1963,NULL,13.0869751655268
Gibraltar,1982,NULL,NULL
Ethiopia,1981,NULL,NULL
Greece,1966,NULL,11.7355386869211
Gibraltar,1985,NULL,NULL
Greece,1973,NULL,32.3492517203255
Gibraltar,1988,NULL,NULL
Greece,1976,NULL,9.20903969810142
Gibraltar,1991,NULL,NULL
Ethiopia,1984,NULL,-5.50413579120365
Ethiopia,1987,NULL,6.89171943528721
Greece,1979,NULL,23.0666936216218
Ethiopia,1990,NULL,6.08702022073946
Greece,1982,NULL,4.33931884804501
Ethiopia,1997,NULL,0.483085103228803
Greece,1989,NULL,3.81290069069026
Ethiopia,2000,-0.9067573547,7.03191808354537
Greece,1992,NULL,10.5393768396665
Ethiopia,2003,-0.7774121761,9.84462108471246
Greece,1995,NULL,17.3895842926233
Gibraltar,1998,NULL,NULL
Gibraltar,2001,NULL,NULL
Gibraltar,2004,NULL,NULL
Gibraltar,2007,NULL,NULL
Gibraltar,2014,NULL,NULL
Greece,1998,0.7555320859,0.887538817663247
Gibraltar,2017,NULL,NULL
Greece,2005,0.3513836563,2.86842223178516
Gibraltar,2020,NULL,NULL
Greece,2008,0.1266749650,11.6041155174267
Greece,2011,-0.1011709347,-4.75523995829517
Greece,1961,NULL,14.4449260436793
Greece,1964,NULL,13.1358585887097
Greece,2018,-0.0557379238,6.10726675512716
Greece,1967,NULL,7.96230915427774
Greece,2021,0.1834526360,13.8940033259947
Greece,1970,NULL,13.122000737873
Ethiopia,2006,-0.6501047015,23.2214341816779
Greenland,1965,NULL,NULL
Greenland,1968,NULL,NULL
Ethiopia,2013,-0.5015124083,10.014964194408
Greece,1977,NULL,16.1250161557038
Greenland,1971,NULL,27.2536039400677
Ethiopia,2016,-0.4421775043,15.0294450226931
Greece,1980,NULL,4.3093053211058
Greenland,1974,NULL,21.2375346890483
Ethiopia,2019,-0.4354775548,13.8169261537663
Greece,1983,NULL,-9.50074506148351
Euro area,1963,NULL,12.2223395665011
Greece,1986,NULL,17.8975046965686
Greece,1993,NULL,-6.38041070000512
Euro area,1966,NULL,9.10926940923172
Greece,1996,0.3386541903,6.56293680240664
Greece,1999,NULL,-1.27350543311799
Euro area,1969,NULL,11.6266249067676
Euro area,1976,NULL,4.36066521942789
Greece,2002,0.4031806290,13.3922676398155
Greece,2009,0.0628989041,-6.91193669807708
Euro area,1979,NULL,21.1367666800933
Euro area,1982,NULL,-3.18057644762907
Greece,2012,-0.1903780103,-14.4760501281154
Greece,2015,-0.1187743992,-16.892430317696
Euro area,1989,NULL,2.14597198334669
Greece,2022,0.0377966054,1.35722148575176
Euro area,1992,NULL,10.3284666322251
Greenland,1961,NULL,NULL
Euro area,1995,NULL,15.3452072771113
Greenland,1964,NULL,NULL
Euro area,1998,NULL,2.84873656234183
Greenland,1981,NULL,-8.46604439705613
Greenland,1984,NULL,-8.84516327852476
Greenland,1987,NULL,30.5753051592368
Greenland,1990,NULL,9.59103250984315
Greenland,1997,NULL,-10.4684311732344
Greenland,2000,NULL,-5.61440177080484
Euro area,2005,NULL,3.59062696243734
Greenland,2003,NULL,33.3257024040493
Greenland,1967,NULL,NULL
Greenland,2006,NULL,8.82820241907063
Euro area,2008,NULL,9.95751779573936
Greenland,2010,1.2103664875,-1.05916710168739
Greenland,1970,NULL,NULL
Euro area,2011,NULL,7.87544692770178
Greenland,2013,1.2354032993,2.88420007853595
Greenland,1977,NULL,17.2316784012242
Euro area,2014,NULL,2.3715283386542
Greenland,1980,NULL,13.1716320093552
Greenland,2016,1.1322536469,8.32401845493211
Euro area,2021,NULL,12.1608284296096
Greenland,2019,1.1122297049,-1.91349347710568
Greenland,1983,NULL,3.42468188113092
Europe & Central Asia,1963,NULL,NULL
Greenland,1986,NULL,46.0525095085119
Grenada,1962,NULL,NULL
Europe & Central Asia,1966,NULL,NULL
Greenland,1993,NULL,-10.6657955879596
Grenada,1965,NULL,NULL
Grenada,1968,NULL,NULL
Europe & Central Asia,1973,NULL,27.0153650177984
Greenland,1996,NULL,-0.946093085954523
Grenada,1975,NULL,NULL
Europe & Central Asia,1976,NULL,3.88436649163031
Greenland,1999,NULL,-1.5917596117047
Grenada,1978,NULL,23.5373195721248
Europe & Central Asia,1979,NULL,22.3044422697803
Greenland,2002,NULL,7.63839533031359
Grenada,1981,NULL,4.28444045351806
Europe & Central Asia,1982,NULL,-3.64177616642844
Greenland,2009,1.1833444834,1.23531063413849
Greenland,2012,1.2137817144,-2.78576262826767
Grenada,1984,NULL,10.4168361107597
Europe & Central Asia,1989,NULL,1.29872467517373
Greenland,2015,1.1589004993,-12.0670225302718
Grenada,1991,NULL,8.1478740328903
Europe & Central Asia,1992,NULL,7.27278052377417
Greenland,2022,1.0288380384,NULL
Grenada,1994,NULL,4.93835181282988
Europe & Central Asia,1995,NULL,15.4721795686438
Europe & Central Asia,1998,NULL,2.59109507016673
Grenada,1997,NULL,6.88971019754695
Grenada,1963,NULL,NULL
Europe & Central Asia,2005,NULL,6.37318591298231
Grenada,2004,0.7593575120,1.37054270415715
Grenada,1966,NULL,NULL
Europe & Central Asia,2008,NULL,10.0605464014873
Grenada,2007,0.4414276183,8.58492261475884
Grenada,1969,NULL,NULL
Grenada,1972,NULL,NULL
Grenada,2010,0.4758844376,-0.0338141133221715
Europe & Central Asia,2011,NULL,10.8927600998111
Grenada,1979,NULL,15.7626814058823
Grenada,2013,0.4502674341,5.34291960696897
Europe & Central Asia,2018,NULL,7.09249381418446
Europe & Central Asia,2021,NULL,14.2995469131667
Grenada,1982,NULL,8.45958458796015
Europe & Central Asia (excluding high income),1962,NULL,NULL
Grenada,2020,0.3570179939,-14.0153378255008
Europe & Central Asia (excluding high income),1965,NULL,NULL
Grenada,2023,NULL,NULL
Grenada,1985,NULL,15.2508973340757
Europe & Central Asia (excluding high income),1968,NULL,NULL
Guam,1966,NULL,NULL
Grenada,1988,NULL,9.92883814361229
Europe & Central Asia (excluding high income),1972,NULL,NULL
Grenada,1995,NULL,5.24764206657176
Europe & Central Asia (excluding high income),1975,NULL,NULL
Grenada,1998,0.8833664060,13.6956350039116
Guam,1969,NULL,NULL
Europe & Central Asia (excluding high income),1978,NULL,NULL
Grenada,2001,NULL,0.0768795918772964
Guam,1972,NULL,NULL
Europe & Central Asia (excluding high income),1981,NULL,NULL
Grenada,2008,0.3751342893,8.86963701589726
Europe & Central Asia (excluding high income),1988,NULL,NULL
Grenada,2011,0.4628572464,0.991001490316429
Guam,1975,NULL,NULL
Grenada,2014,0.3130313754,8.17425968299656
Guam,1982,NULL,NULL
Grenada,2017,0.4608017504,6.0325942569681
Guam,1985,NULL,NULL
Europe & Central Asia (excluding high income),1991,NULL,-2.21859155433589
Guam,1963,NULL,NULL
Guam,1988,NULL,NULL
Europe & Central Asia (excluding high income),1994,NULL,-14.1633781094548
Guam,1970,NULL,NULL
Guam,1995,NULL,NULL
Europe & Central Asia (excluding high income),1997,NULL,4.39790383030802
Guam,1973,NULL,NULL
Guam,1998,NULL,NULL
Europe & Central Asia (excluding high income),2004,NULL,32.6002465147703
Guam,1976,NULL,NULL
Guam,2001,NULL,NULL
Guam,1979,NULL,NULL
Europe & Central Asia (excluding high income),2007,NULL,28.683743008529
Guam,1986,NULL,NULL
Europe & Central Asia (excluding high income),2010,NULL,21.1383265206095
Guam,2004,0.3701095581,8.40571603753595
Guam,1989,NULL,NULL
Europe & Central Asia (excluding high income),2013,NULL,6.01830937908692
Guam,2011,0.7913720012,0.707209671492371
Guam,1992,NULL,NULL
Guam,1999,NULL,NULL
Guam,2014,1.2207086086,3.9081275328542
Europe & Central Asia (excluding high income),2020,NULL,-7.96744689232983
Guam,2002,NULL,NULL
Guam,2017,1.1717584133,1.8979833308909
Europe & Central Asia (excluding high income),2023,NULL,NULL
Guam,2005,0.7893091440,8.89118650013852
Guam,2020,1.2660052776,-7.54005639881759
Europe & Central Asia (IDA & IBRD countries),1962,NULL,NULL
Europe & Central Asia (IDA & IBRD countries),1965,NULL,NULL
Guatemala,1963,NULL,10.4232249038125
Guam,2008,0.7971653342,5.93585782586202
Guatemala,1966,NULL,4.45396566400316
Europe & Central Asia (IDA & IBRD countries),1968,NULL,NULL
Guam,2015,1.1518107653,3.36898745654731
Europe & Central Asia (IDA & IBRD countries),1971,NULL,NULL
Guatemala,1969,NULL,6.51350326509289
Guatemala,1972,NULL,5.86960741636437
Guatemala,1979,NULL,13.7053993622646
Europe & Central Asia (IDA & IBRD countries),1978,NULL,NULL
Guatemala,1982,NULL,1.2721392777954
Guatemala,1985,NULL,2.65736106228699
Europe & Central Asia (IDA & IBRD countries),1981,NULL,NULL
Guatemala,1988,NULL,10.6883221873858
Europe & Central Asia (IDA & IBRD countries),1984,NULL,NULL
Guam,2018,1.1791656017,0.71511403005124
Guatemala,1992,NULL,10.9996985524968
Guatemala,1995,NULL,12.8794609706695
Europe & Central Asia (IDA & IBRD countries),1987,NULL,NULL
Guam,2021,1.2798718214,4.02649804359637
Guatemala,1998,-0.8661682606,9.02452945570018
Europe & Central Asia (IDA & IBRD countries),1991,NULL,-0.903789368730723
Guatemala,1962,NULL,6.21343939490126
Guatemala,2001,NULL,-4.58142563584431
Europe & Central Asia (IDA & IBRD countries),1994,NULL,-10.1103595334405
Guatemala,1965,NULL,2.48633934161233
Guatemala,2008,-0.6666371822,14.7041539540584
Guatemala,2011,-0.5372481942,15.2407785672964
Europe & Central Asia (IDA & IBRD countries),1997,NULL,3.14269133197723
Guatemala,1968,NULL,10.8015089469224
Guatemala,2014,-0.7561307549,9.16232268348334
Europe & Central Asia (IDA & IBRD countries),2000,NULL,8.86837062185934
Guatemala,1975,NULL,15.3218454122718
Guatemala,2017,-0.7871716022,8.47851887340192
Europe & Central Asia (IDA & IBRD countries),2007,NULL,28.626749773687
Guatemala,1978,NULL,10.7672647364534
Europe & Central Asia (IDA & IBRD countries),2010,NULL,17.4690238769537
Guatemala,1981,NULL,9.25026023379386
Guinea,1962,NULL,NULL
Europe & Central Asia (IDA & IBRD countries),2013,NULL,5.78774869655821
Guatemala,1984,NULL,4.64088095225433
Europe & Central Asia (IDA & IBRD countries),2016,NULL,-3.91051161779656
Guinea,1965,NULL,NULL
Guatemala,1991,NULL,22.9528508329423
Guinea,1968,NULL,NULL
Europe & Central Asia (IDA & IBRD countries),2023,NULL,NULL
Guatemala,1994,NULL,13.8878446799102
Guinea,1971,NULL,NULL
Europe & Central Asia (IDA & IBRD),1992,NULL,NULL
Guatemala,1997,NULL,13.4941747672393
Guinea,1978,NULL,NULL
Europe & Central Asia (IDA & IBRD),1995,NULL,NULL
Guatemala,2004,-0.6197506189,9.27379764540791
Guinea,1981,NULL,NULL
Europe & Central Asia (IDA & IBRD),2002,NULL,NULL
Guatemala,2007,-0.7693339586,12.8549354090781
Guinea,1984,NULL,NULL
Guatemala,2010,-0.5407844186,9.56314987167367
Europe & Central Asia (IDA & IBRD),2005,NULL,NULL
Guinea,1987,NULL,2.32315904465377
Guatemala,2013,-0.6390106678,6.86075603740469
